48.800	9.002	38.32
48.800	9.002	39.33
48.800	9.002	39.12
48.800	9.002	38.34
48.800	9.002	38.70
48.800	9.002	40.82
48.800	9.002	38.67
48.800	9.002	38.36
48.800	9.002	38.98
48.800	9.002	38.69
48.800	9.002	38.26
48.800	9.002	38.94
48.800	9.002	38.96
48.800	9.002	38.11
48.800	9.002	39.25
48.800	9.002	38.29
48.800	9.002	38.25
48.800	9.002	37.65
48.800	9.002	37.54
48.800	9.002	39.26
48.800	9.002	40.56
48.800	9.002	38.51
48.800	9.002	38.02
48.800	9.002	37.95
48.800	9.002	38.06
48.800	9.002	38.36
48.800	9.002	38.15
48.800	9.002	38.98
48.800	9.002	38.59
48.800	9.002	39.07
48.800	9.002	38.29
48.800	9.002	38.14
48.800	9.002	38.13
48.800	9.002	37.78
48.800	9.002	37.67
48.800	9.002	37.92
48.800	9.002	38.02
48.800	9.002	38.05
48.800	9.002	52.04
48.800	9.002	52.88
48.800	9.002	39.50
48.800	9.002	38.07
48.800	9.002	37.75
48.800	9.002	37.85
48.800	9.002	38.82
48.800	9.002	37.57
48.800	9.002	38.90
48.800	9.002	38.87
48.800	9.002	38.32
48.800	9.002	38.40
48.800	9.002	38.29
48.800	9.002	37.79
48.800	9.002	38.43
48.800	9.002	39.37
48.800	9.002	38.82
48.800	9.002	39.78
48.800	9.002	40.00
48.800	9.002	40.19
48.800	9.002	39.97
48.800	9.002	40.08
48.800	9.002	39.59
48.800	9.002	39.78
48.800	9.002	39.37
48.800	9.002	39.34
48.800	9.002	39.82
48.800	9.002	40.14
48.800	9.002	40.51
48.800	9.002	39.64
48.800	9.002	39.77
48.800	9.002	39.20
48.800	9.002	39.37
48.800	9.002	39.60
48.800	9.002	40.59
48.800	9.002	44.23
48.800	9.002	40.29
48.800	9.002	39.90
48.800	9.002	39.63
48.800	9.002	39.48
48.800	9.002	41.41
48.800	9.002	40.17
48.800	9.002	41.19
48.800	9.002	41.54
48.800	9.002	41.68
48.800	9.002	41.48
48.800	9.002	56.38
48.800	9.002	41.96
48.800	9.002	48.44
48.800	9.002	42.76
48.800	9.002	42.76
48.800	9.002	41.26
48.800	9.002	41.47
48.800	9.002	46.64
48.800	9.002	41.05
48.800	9.002	41.26
48.800	9.002	41.76
48.800	9.002	42.87
48.800	9.002	43.55
48.800	9.002	45.02
