52.624	13.544	42.08
52.624	13.544	40.76
52.624	13.544	41.44
52.624	13.544	43.64
52.624	13.544	54.28
52.624	13.544	41.51
52.624	13.544	53.51
52.624	13.544	54.24
52.624	13.544	55.51
52.624	13.544	40.17
52.624	13.544	51.43
52.624	13.544	40.75
52.624	13.544	48.25
52.624	13.544	48.29
52.624	13.544	39.04
52.624	13.544	49.11
52.624	13.544	52.85
52.624	13.544	42.74
52.624	13.544	55.02
52.624	13.544	40.92
52.624	13.544	43.66
52.624	13.544	41.20
52.624	13.544	40.30
52.624	13.544	49.68
52.624	13.544	40.01
52.624	13.544	40.78
52.624	13.544	41.10
52.624	13.544	41.37
52.624	13.544	40.75
52.624	13.544	54.10
52.624	13.544	50.87
52.624	13.544	59.10
52.624	13.544	41.30
52.624	13.544	53.59
52.624	13.544	57.05
52.624	13.544	59.90
52.624	13.544	40.11
52.624	13.544	54.79
52.624	13.544	42.18
52.624	13.544	58.96
52.624	13.544	55.22
52.624	13.544	46.82
52.624	13.544	55.83
52.624	13.544	58.48
52.624	13.544	40.54
52.624	13.544	40.01
52.624	13.544	57.54
52.624	13.544	40.86
52.624	13.544	40.74
52.624	13.544	41.79
52.624	13.544	54.96
52.624	13.544	58.13
52.624	13.544	41.25
52.624	13.544	52.59
52.624	13.544	53.80
52.624	13.544	53.99
52.624	13.544	52.50
52.624	13.544	44.47
52.624	13.544	57.12
52.624	13.544	50.24
52.624	13.544	42.25
52.624	13.544	59.23
52.624	13.544	57.18
52.624	13.544	50.22
52.624	13.544	57.90
52.624	13.544	60.22
52.624	13.544	58.31
52.624	13.544	51.44
52.624	13.544	45.21
52.624	13.544	58.64
52.624	13.544	42.39
52.624	13.544	54.70
52.624	13.544	55.58
52.624	13.544	56.88
52.624	13.544	50.92
52.624	13.544	58.02
52.624	13.544	56.67
52.624	13.544	60.03
52.624	13.544	56.63
52.624	13.544	61.79
52.624	13.544	61.65
52.624	13.544	63.62
52.624	13.544	62.78
52.624	13.544	47.92
52.624	13.544	64.62
52.624	13.544	63.89
52.624	13.544	60.57
52.624	13.544	61.95
52.624	13.544	60.81
52.624	13.544	62.02
52.624	13.544	63.53
52.624	13.544	64.07
52.624	13.544	64.27
52.624	13.544	64.43
52.624	13.544	65.16
52.624	13.544	61.20
52.624	13.544	61.45
52.624	13.544	64.11
52.624	13.544	64.63
52.624	13.544	66.62
52.624	13.544	62.66
52.624	13.544	61.92
52.624	13.544	63.46
52.624	13.544	63.36
52.624	13.544	67.25
52.624	13.544	65.22
52.624	13.544	64.67
52.624	13.544	64.90
52.624	13.544	64.06
52.624	13.544	65.49
52.624	13.544	65.67
