52.094	5.112	52.25
52.094	5.112	50.17
52.094	5.112	46.68
52.094	5.112	39.45
52.094	5.112	40.15
52.094	5.112	54.61
52.094	5.112	38.96
52.094	5.112	41.96
52.094	5.112	40.53
52.094	5.112	46.88
52.094	5.112	42.46
52.094	5.112	42.64
52.094	5.112	52.44
52.094	5.112	49.53
52.094	5.112	41.41
52.094	5.112	38.34
52.094	5.112	38.36
52.094	5.112	57.66
52.094	5.112	54.15
52.094	5.112	42.76
52.094	5.112	49.33
52.094	5.112	39.84
52.094	5.112	39.97
52.094	5.112	40.91
52.094	5.112	47.77
52.094	5.112	50.89
52.094	5.112	41.40
52.094	5.112	55.54
52.094	5.112	52.57
52.094	5.112	49.91
52.094	5.112	41.82
52.094	5.112	50.92
52.094	5.112	45.99
52.094	5.112	40.37
52.094	5.112	39.18
52.094	5.112	57.78
52.094	5.112	39.65
52.094	5.112	38.43
52.094	5.112	51.70
52.094	5.112	40.96
52.094	5.112	41.95
52.094	5.112	44.32
52.094	5.112	42.46
52.094	5.112	43.88
52.094	5.112	42.37
52.094	5.112	40.68
52.094	5.112	44.47
52.094	5.112	54.95
52.094	5.112	48.50
52.094	5.112	43.70
52.094	5.112	44.27
52.094	5.112	44.09
52.094	5.112	54.18
52.094	5.112	40.88
52.094	5.112	45.76
52.094	5.112	55.13
52.094	5.112	41.30
52.094	5.112	45.04
52.094	5.112	41.03
52.094	5.112	54.55
52.094	5.112	52.87
52.094	5.112	46.69
52.094	5.112	48.54
52.094	5.112	48.96
52.094	5.112	46.59
52.094	5.112	49.10
52.094	5.112	51.23
52.094	5.112	46.81
52.094	5.112	49.12
52.094	5.112	45.84
52.094	5.112	51.90
52.094	5.112	49.79
52.094	5.112	43.81
52.094	5.112	43.39
52.094	5.112	52.35
52.094	5.112	60.10
52.094	5.112	38.19
52.094	5.112	39.40
52.094	5.112	40.24
52.094	5.112	47.47
52.094	5.112	43.04
52.094	5.112	44.49
52.094	5.112	39.50
52.094	5.112	50.65
52.094	5.112	56.13
52.094	5.112	51.86
52.094	5.112	42.58
52.094	5.112	42.15
52.094	5.112	55.26
52.094	5.112	46.13
52.094	5.112	40.83
52.094	5.112	40.78
52.094	5.112	42.61
52.094	5.112	55.12
52.094	5.112	44.87
52.094	5.112	39.47
52.094	5.112	41.60
52.094	5.112	39.26
52.094	5.112	44.69
52.094	5.112	42.48
52.094	5.112	45.65
52.094	5.112	42.07
52.094	5.112	37.54
52.094	5.112	48.42
52.094	5.112	56.50
52.094	5.112	39.28
52.094	5.112	39.53
52.094	5.112	44.24
52.094	5.112	41.24
52.094	5.112	43.50
52.094	5.112	51.23
52.094	5.112	57.23
52.094	5.112	39.96
52.094	5.112	39.60
52.094	5.112	53.62
52.094	5.112	44.64
52.094	5.112	40.47
52.094	5.112	43.29
52.094	5.112	57.13
52.094	5.112	41.68
52.094	5.112	40.87
52.094	5.112	41.01
52.094	5.112	58.25
52.094	5.112	39.54
52.094	5.112	39.97
52.094	5.112	41.07
52.094	5.112	47.92
52.094	5.112	40.58
52.094	5.112	40.51
52.094	5.112	40.33
52.094	5.112	67.17
52.094	5.112	43.92
52.094	5.112	39.28
52.094	5.112	55.43
52.094	5.112	39.65
52.094	5.112	41.91
52.094	5.112	48.52
52.094	5.112	42.56
52.094	5.112	43.35
52.094	5.112	58.81
52.094	5.112	39.47
52.094	5.112	39.01
52.094	5.112	41.25
52.094	5.112	43.56
52.094	5.112	45.39
52.094	5.112	49.05
52.094	5.112	42.67
52.094	5.112	42.63
52.094	5.112	43.83
52.094	5.112	46.78
52.094	5.112	42.33
52.094	5.112	47.62
52.094	5.112	52.83
52.094	5.112	57.32
52.094	5.112	39.84
52.094	5.112	42.13
52.094	5.112	45.65
52.094	5.112	43.66
52.094	5.112	42.91
52.094	5.112	43.25
52.094	5.112	47.29
52.094	5.112	47.75
52.094	5.112	44.66
52.094	5.112	46.39
52.094	5.112	39.86
52.094	5.112	50.72
52.094	5.112	47.80
52.094	5.112	54.17
52.094	5.112	49.70
52.094	5.112	41.81
52.094	5.112	46.38
52.094	5.112	44.95
52.094	5.112	45.90
52.094	5.112	45.20
52.094	5.112	54.76
52.094	5.112	55.48
52.094	5.112	42.70
52.094	5.112	42.88
52.094	5.112	44.94
52.094	5.112	51.19
52.094	5.112	47.30
52.094	5.112	58.86
52.094	5.112	51.69
52.094	5.112	47.62
52.094	5.112	40.82
52.094	5.112	45.53
52.094	5.112	46.06
52.094	5.112	51.76
52.094	5.112	46.99
52.094	5.112	49.74
52.094	5.112	48.55
52.094	5.112	42.43
52.094	5.112	56.35
52.094	5.112	42.97
52.094	5.112	44.71
52.094	5.112	44.34
52.094	5.112	61.24
52.094	5.112	48.90
52.094	5.112	45.18
52.094	5.112	43.89
52.094	5.112	52.19
52.094	5.112	49.30
52.094	5.112	48.08
52.094	5.112	47.61
52.094	5.112	47.66
52.094	5.112	49.01
52.094	5.112	47.02
52.094	5.112	48.35
52.094	5.112	42.25
52.094	5.112	47.65
52.094	5.112	55.15
52.094	5.112	48.02
52.094	5.112	43.99
52.094	5.112	44.47
52.094	5.112	53.69
52.094	5.112	45.38
52.094	5.112	59.10
52.094	5.112	44.12
52.094	5.112	49.35
52.094	5.112	47.69
52.094	5.112	47.40
52.094	5.112	50.40
52.094	5.112	47.39
52.094	5.112	45.79
52.094	5.112	50.99
52.094	5.112	50.41
