21.21,37.78
21.18,37.86
21.11,37.75
21.17,37.88
21.21,37.79
21.2,37.44
21.2,37.73
21.17,37.95
21.19,37.85
21.11,37.85
21.19,38.05
21.1,38.04
21.19,37.89
21.19,38.12
20.95,38.03
20.98,38.04
21.06,38.01
21.09,37.96
21.09,37.9
21.08,37.99
21.15,37.99
21.15,38.26
21.05,38
21.14,37.97
21.13,38.19
21.04,38.38
21.01,38.29
21.04,38.16
21.14,38.26
21.1,38.17
21.14,38.26
20.93,38.31
21.12,38.25
21.04,38.58
20.96,38.09
21.11,38.29
21.11,38.26
21.04,38.21
20.97,38.65
21.08,38.47
20.96,38.42
20.98,38.6
21.09,38.58
20.97,38.65
21.07,38.58
21.08,38.58
21.08,38.51
21.02,38.52
20.91,38.63
20.85,38.46
21.07,38.62
21.06,38.7
21.01,39.09
21.04,38.64
20.92,38.68
20.99,38.9
20.89,38.85
21.04,38.92
21.04,38.8
20.99,38.99
20.95,38.76
20.93,38.91
20.99,38.77
20.9,38.82
20.97,38.97
21,38.96
20.99,38.96
20.94,38.94
20.98,39.04
20.97,38.97
20.96,39.01
21,38.82
20.7,38.81
20.99,39.05
21,38.97
20.99,39.16
20.75,39.32
20.81,39.17
20.93,39.17
20.68,39.11
20.97,38.94
20.97,39.05
20.97,39.1
20.95,38.94
20.83,39.12
20.96,39.03
20.93,38.94
20.83,39.09
20.95,39.03
20.88,39.26
20.95,39.12
20.95,39.17
20.82,39.39
20.94,39.27
20.82,39.2
20.81,39.42
20.87,39.14
20.91,39.28
20.92,39.44
20.92,39.27
20.74,39.3
20.91,39.49
20.91,39.96
20.91,39.84
20.88,39.97
20.84,39.57
20.91,38.7
20.88,37.92
20.86,37.78
20.74,37.24
20.67,37.34
20.75,36.56
20.75,36.52
20.73,36.29
20.71,35.94
20.59,35.57
20.65,35.25
20.58,34.53
20.61,34.59
20.55,34.57
20.56,34.25
20.54,34.39
20.53,34.05
20.32,33.94
20.5,34.22
20.48,34.03
20.48,33.75
20.43,33.68
20.27,33.36
20.41,33.52
20.23,33.54
20.34,33.65
20.36,33.46
20.33,33.33
20.28,33.14
20.32,33.16
20.26,32.93
20.28,33.08
20.1,32.93
20.15,33.02
20.19,33.42
20.25,33.51
20.17,33.56
20.26,33.63
20.13,33.5
20.2,33.46
20.24,33.25
20.16,33.2
20.11,33.58
20.14,33.6
20.19,33.38
19.93,33.38
20.17,33.78
20.22,33.38
20.02,33.53
20.2,33.45
20.18,33.04
20.21,33.41
20.14,33.36
20.21,33.35
20.05,33.32
20.2,33.28
20.14,33.22
20.11,33.4
20.19,33.45
20.08,33.39
20.07,33.4
20.1,33.3
19.99,33.57
20.12,33.54
20.19,33.28
20.17,33.31
20.21,33.53
19.88,33.36
20.21,33.47
20.2,33.4
20.2,33.42
20.1,33.34
20.21,33.46
20.21,33.46
20.07,33.59
20.15,33.65
20.14,33.88
20.19,33.96
20.18,34.11
20.26,34.1
20.26,34.02
20.23,34.23
20.19,34.31
20.27,34.26
20.28,34.17
20.23,34.35
20.25,34.28
20.12,34.16
20.08,34.05
20.29,34
20.33,34.19
20.32,34.13
20.35,34.11
20.36,34.22
20.16,34.1
20.31,34.16
20.38,34.13
20.38,33.95
20.4,34.38
20.41,33.97
20.38,34.17
20.39,34.09
20.46,33.99
20.46,33.8
20.44,33.97
20.36,33.91
20.51,33.86
20.46,33.87
20.43,33.63
20.4,33.71
20.56,34.07
20.47,34.17
20.58,34.38
20.42,34.27
20.59,34.31
20.56,34.27
20.59,34.67
20.61,34.59
20.66,34.4
20.67,34.85
20.56,35.06
20.64,34.75
20.64,35
20.75,34.69
20.71,34.71
20.77,34.62
20.78,34.75
20.79,34.45
20.81,34.42
20.79,34.29
20.85,33.83
20.79,33.94
20.88,33.45
20.89,33.24
20.81,33.18
20.9,33.07
20.96,33.36
20.83,32.82
20.93,32.88
21.02,32.97
20.92,33.2
21.03,33.18
21.08,32.86
21.09,32.99
21.07,33.11
21.13,33
21.09,32.75
20.85,32.76
21.03,32.86
21.23,32.74
21.17,33.02
21.13,33.1
21.21,33.11
21.17,33.21
21.3,32.98
21.28,33.59
21.07,33.73
21.41,33.89
21.34,33.71
21.41,33.83
21.43,34.08
21.26,34.07
21.43,33.9
21.51,34.58
21.53,34.44
21.47,34.34
21.48,34.38
21.39,34.31
21.56,34.13
21.6,33.98
21.59,33.79
21.61,33.55
21.5,33.33
21.65,33.22
21.69,33.25
21.68,33.01
21.57,32.87
21.67,32.69
21.72,32.64
21.7,32.44
21.77,32.81
21.56,32.78
21.81,32.95
21.83,32.97
21.78,33.4
21.88,33.48
21.82,33.29
21.81,33.12
21.88,33.21
21.86,33.17
21.84,33.24
21.97,33.15
21.9,33.3
21.99,33.13
21.97,33.28
22.04,32.82
22.04,32.83
22.03,32.7
22.09,32.98
21.93,32.91
22.13,32.95
22.16,33.31
22.11,33.28
22.06,33.75
22.22,33.96
22.09,33.96
22.23,34.05
22.23,34
22.18,34.01
22.25,33.7
22.16,33.67
22.3,33.4
22.17,33.5
22.32,33.74
22.37,33.81
22.38,33.75
22.39,34.22
22.34,34.37
22.43,34.38
22.45,34.13
22.38,34
22.38,34.16
22.49,34.21
22.5,34.06
22.51,33.95
22.54,33.73
22.4,33.86
22.47,33.81
22.55,33.81
22.58,33.48
22.46,33.81
22.53,33.96
22.59,34.01
22.41,33.97
22.63,34.08
22.55,34.22
22.51,34.07
22.65,33.94
22.61,33.99
22.56,33.74
22.61,33.9
22.61,33.93
22.5,33.8
22.69,33.66
22.68,33.36
22.7,33.61
22.62,33.56
22.72,33.68
22.63,33.56
22.71,33.53
22.67,33.32
22.72,33.67
22.71,33.53
22.73,33.77
22.66,33.97
22.62,33.89
22.74,33.89
22.74,33.76
22.74,34.06
22.73,34.07
22.72,34.07
22.69,33.79
22.6,33.5
22.78,33.6
22.75,33.87
22.77,33.59
22.78,33.24
22.74,33.34
22.65,33.46
22.74,33.7
22.65,33.39
22.78,33.62
22.78,33.72
22.74,33.8
22.66,34
22.71,34.1
22.69,34.21
22.77,34.27
22.77,34.31
22.62,34.5
22.69,34.49
22.63,34.61
22.78,34.55
22.61,34.58
22.7,35.44
22.72,35.92
22.81,36.16
22.73,36.94
22.81,37.22
22.86,37.18
22.87,37.7
22.87,37.71
22.75,38.34
22.85,38.91
22.79,39.07
22.86,39.79
22.86,40.48
23,40.93
23.01,41.46
23.02,41.83
22.97,42.44
23,42.65
23.01,43.44
23.05,43.79
23.06,44.67
22.89,44.1
23.06,43.36
22.91,42.95
22.9,42.66
22.9,42.27
22.96,42.03
22.92,41.95
22.76,41.82
22.9,41.47
22.86,41.1
22.91,41.04
22.95,40.69
22.93,40.64
22.8,40.33
22.89,40.22
22.82,40.09
22.68,40.08
22.85,39.98
22.81,39.84
22.74,39.71
22.78,39.64
22.81,39.4
22.79,39.21
22.84,39.07
22.83,38.99
22.75,38.89
22.7,38.98
22.71,38.88
22.81,38.69
22.7,38.61
22.58,38.76
22.53,38.75
22.77,38.45
22.77,38.34
22.75,38.23
22.66,38.21
22.65,38.11
22.59,38.16
22.66,38.19
22.62,37.98
22.65,38.14
22.71,38.02
22.68,37.83
22.58,37.78
22.66,37.65
22.66,37.71
22.66,37.6
22.59,37.42
22.55,37.47
22.59,37.54
22.5,37.42
22.5,37.54
22.5,37.17
22.52,37.35
22.59,37.16
22.51,37.3
22.55,37.24
22.54,36.93
22.58,37.08
22.46,37
22.57,36.95
22.45,37.01
22.53,36.89
22.5,36.97
22.53,36.89
22.4,37.12
22.46,37
22.51,36.88
22.37,36.7
22.49,36.81
22.26,36.72
22.42,37.51
22.42,38.07
22.35,38.14
22.32,38.32
22.43,37.96
22.42,38
22.43,38.02
22.38,38.06
22.03,37.84
22.42,37.88
22.43,37.73
22.37,37.63
22.31,37.74
22.39,37.65
22.4,37.78
22.38,37.83
22.43,37.63
22.34,37.7
22.36,37.65
22.44,37.56
22.32,37.71
22.4,37.65
22.4,37.69
22.27,37.62
22.42,37.68
22.28,37.88
22.31,37.84
22.42,37.83
22.35,37.9
22.42,37.7
22.32,37.85
22.34,38.02
22.43,37.45
22.42,37.83
22.41,37.74
22.31,37.7
22.41,37.86
22.41,37.84
22.27,37.72
22.36,37.39
22.39,37.51
22.4,37.56
22.31,37.45
22.19,37.55
22.37,37.79
22.38,37.5
22.3,37.98
22.34,37.49
22.37,37.57
22.38,37.72
22.19,37.56
22.36,37.42
