22.35,37.16
22.38,37.41
22.31,37.51
22.36,37.34
22.35,37.43
22.24,37.4
22.35,37.64
22.34,37.5
22.33,37.56
22.32,37.44
22.25,37.16
22.33,37.54
22.34,37.5
22.31,37.47
22.21,37.34
22.31,37.55
22.21,37.41
22.21,37.33
22.17,37.55
22.3,37.32
22.28,37.43
22.26,37.56
22.3,37.45
22.3,37.49
22.29,37.57
22.21,37.36
22.22,37.38
22.23,37.64
22.27,37.43
22.22,37.22
22.16,37.67
22.23,37.75
22.27,37.75
22.27,37.62
22.02,37.8
22.24,37.47
22.21,37.52
22.18,37.59
22.13,37.63
22.14,37.59
22.18,37.41
22.24,37.46
